Unnamed: 0,restaurant_code,review_title,review_body,account_name,account_id,aspect,phrase,phrase_no_aspect,phrase_no_noun,label,new_aspect_1,new_aspect_2
921,nakhon-kitchen-thai-cuisine,Thai Olive Fried Rice,I adore the fragrance of its rice that give this dish a punch. It could have been better if it was served hot.,Kenny Tang,@boyz86,food,"adore, fragrance, rice, give, dish, punch","['adore', 'fragrance', 'give', 'dish', 'punch']","['give', 'punch']",1,food,food
922,crystal-jade-kitchen-14,Steamed Pork Rib With Black Bean Sauce,"I don't know how they do it, but the sauce is very clear, although it's supposed to be black bean sauce. Please read my review at www.hungryghost.sg",Hungry Ghost,@HungryGhost,food,"black, bean, saucei","['black', 'saucei']",['black'],0,food,
923,crystal-jade-kitchen-14,Steamed Pork Rib With Black Bean Sauce,"I don't know how they do it, but the sauce is very clear, although it's supposed to be black bean sauce. Please read my review at www.hungryghost.sg",Hungry Ghost,@HungryGhost,food,sauce,[],[],0,food,
924,barossa-1,GrassFed Ribeye And Grain-Fed Sirloin,"Couldn’t decide which to have, so decided to have both! Had it done to medium-rare.
Personally, the Ribeye was better - there was more redness, ie more medium-rare and easier to chew compared to the Sirloin. The sirloin was done towards medium and meat was more chewy. I’d order the GrassFed Ribeye again the next time.",Louisa Lau,@lilcoffeebean,food,"fed, sirloincouldn, ’, decide, decided","['fed', 'sirloincouldn', '’', 'decide', 'decided']","['fed', '’', 'decide', 'decided']",0,food,
925,barossa-1,GrassFed Ribeye And Grain-Fed Sirloin,"Couldn’t decide which to have, so decided to have both! Had it done to medium-rare.
Personally, the Ribeye was better - there was more redness, ie more medium-rare and easier to chew compared to the Sirloin. The sirloin was done towards medium and meat was more chewy. I’d order the GrassFed Ribeye again the next time.",Louisa Lau,@lilcoffeebean,food,"done, medium","['done', 'medium']","['done', 'medium']",0,,
926,barossa-1,GrassFed Ribeye And Grain-Fed Sirloin,"Couldn’t decide which to have, so decided to have both! Had it done to medium-rare.
Personally, the Ribeye was better - there was more redness, ie more medium-rare and easier to chew compared to the Sirloin. The sirloin was done towards medium and meat was more chewy. I’d order the GrassFed Ribeye again the next time.",Louisa Lau,@lilcoffeebean,food,meat,[],[],0,food,
927,barossa-1,GrassFed Ribeye And Grain-Fed Sirloin,"Couldn’t decide which to have, so decided to have both! Had it done to medium-rare.
Personally, the Ribeye was better - there was more redness, ie more medium-rare and easier to chew compared to the Sirloin. The sirloin was done towards medium and meat was more chewy. I’d order the GrassFed Ribeye again the next time.",Louisa Lau,@lilcoffeebean,time,"next, time",['next'],['next'],0,,
928,issho-izakaya,"Bara Chirashi Don
Assorted sashimi chunks and quail egg over Japanese Rice.","Just want a bowl of this right now!
#PickatSG #Pickateer #YummyPin #8DaysEat #OpenRiceSg #instafood_sg #Burpple #SGIG #InstaSG #ExSGCafes #ExploreSingapore",Doreen Tan,@alamakgirl,food,"assorted, sashimi, chunks, quail, egg, japanese","['assorted', 'sashimi', 'chunks', 'japanese']","['assorted', 'chunks', 'japanese']",0,food,
929,carpenter-and-cook,Ham and Emmental Cheese Croissant for lunch.,❤️ Oh sitting here you are in between 2 pokéstop! You can spin before and after lunch! Hahaha.,Keropok Man,@keropokman,food,"emmental, cheese, croissant",['emmental'],"['emmental', 'croissant']",0,food,
930,percolate,All you need is love...,and maybe more coffee. 😝,Eugene Loh,@lohnoms,food,"maybe, coffee",['maybe'],['maybe'],0,food,
931,charlie-brown-cafe-orchard-road-singapore,Charlie Brown Cafe,"When Charlie Brown cafe goes halal certified, we went to give it a try. Variety kind of eastern serving. And there's desserts available also. ",SHAFIAH H,@shafiahh,portion,"eastern, serving",['eastern'],"['eastern', 'serving']",0,portion,
932,328-katong-laksa,328 Katong Laksa.,"A variant of Laksa Lemak where the rice noodles are cut up to small pieces so the entire bowl can be eaten using a spoon.
All I can think of while eating is that using a spoon to eat noodles feels weird and also genius at the same time.
Also eating a large bowl is generally a terrible idea. Small bowl + Otah = 👌
#laksa #katonglaksa #hawkerfood #hawkerfoodsg #hawker #singaporeanfood",Just A Fat Boi,@Justafatboi,food,"laksa, lemak, rice, noodles, cut, small, pieces","['lemak', 'cut', 'pieces']","['laksa', 'cut', 'small']",0,food,
933,328-katong-laksa,328 Katong Laksa.,"A variant of Laksa Lemak where the rice noodles are cut up to small pieces so the entire bowl can be eaten using a spoon.
All I can think of while eating is that using a spoon to eat noodles feels weird and also genius at the same time.
Also eating a large bowl is generally a terrible idea. Small bowl + Otah = 👌
#laksa #katonglaksa #hawkerfood #hawkerfoodsg #hawker #singaporeanfood",Just A Fat Boi,@Justafatboi,food,"feels, weird, also, genius","['feels', 'weird', 'also', 'genius']","['feels', 'weird', 'also']",-1,food,food
934,328-katong-laksa,328 Katong Laksa.,"A variant of Laksa Lemak where the rice noodles are cut up to small pieces so the entire bowl can be eaten using a spoon.
All I can think of while eating is that using a spoon to eat noodles feels weird and also genius at the same time.
Also eating a large bowl is generally a terrible idea. Small bowl + Otah = 👌
#laksa #katonglaksa #hawkerfood #hawkerfoodsg #hawker #singaporeanfood",Just A Fat Boi,@Justafatboi,food,time,[],[],0,,
935,328-katong-laksa,328 Katong Laksa.,"A variant of Laksa Lemak where the rice noodles are cut up to small pieces so the entire bowl can be eaten using a spoon.
All I can think of while eating is that using a spoon to eat noodles feels weird and also genius at the same time.
Also eating a large bowl is generally a terrible idea. Small bowl + Otah = 👌
#laksa #katonglaksa #hawkerfood #hawkerfoodsg #hawker #singaporeanfood",Just A Fat Boi,@Justafatboi,food,"bowl, otah, 👌","['bowl', 'otah', '👌']",[],0,food,food
936,328-katong-laksa,328 Katong Laksa.,"A variant of Laksa Lemak where the rice noodles are cut up to small pieces so the entire bowl can be eaten using a spoon.
All I can think of while eating is that using a spoon to eat noodles feels weird and also genius at the same time.
Also eating a large bowl is generally a terrible idea. Small bowl + Otah = 👌
#laksa #katonglaksa #hawkerfood #hawkerfoodsg #hawker #singaporeanfood",Just A Fat Boi,@Justafatboi,time,time,[],[],0,,
937,328-katong-laksa,328 Katong Laksa.,"A variant of Laksa Lemak where the rice noodles are cut up to small pieces so the entire bowl can be eaten using a spoon.
All I can think of while eating is that using a spoon to eat noodles feels weird and also genius at the same time.
Also eating a large bowl is generally a terrible idea. Small bowl + Otah = 👌
#laksa #katonglaksa #hawkerfood #hawkerfoodsg #hawker #singaporeanfood",Just A Fat Boi,@Justafatboi,portion,"cut, small, pieces, entire, bowl, eaten, using, spoon","['cut', 'pieces', 'entire', 'bowl', 'eaten', 'using', 'spoon']","['cut', 'small', 'entire', 'eaten', 'using', 'spoon']",0,,
938,328-katong-laksa,328 Katong Laksa.,"A variant of Laksa Lemak where the rice noodles are cut up to small pieces so the entire bowl can be eaten using a spoon.
All I can think of while eating is that using a spoon to eat noodles feels weird and also genius at the same time.
Also eating a large bowl is generally a terrible idea. Small bowl + Otah = 👌
#laksa #katonglaksa #hawkerfood #hawkerfoodsg #hawker #singaporeanfood",Just A Fat Boi,@Justafatboi,portion,"also, eating","['also', 'eating']","['also', 'eating']",0,,
939,328-katong-laksa,328 Katong Laksa.,"A variant of Laksa Lemak where the rice noodles are cut up to small pieces so the entire bowl can be eaten using a spoon.
All I can think of while eating is that using a spoon to eat noodles feels weird and also genius at the same time.
Also eating a large bowl is generally a terrible idea. Small bowl + Otah = 👌
#laksa #katonglaksa #hawkerfood #hawkerfoodsg #hawker #singaporeanfood",Just A Fat Boi,@Justafatboi,portion,generally,['generally'],['generally'],0,,
940,328-katong-laksa,328 Katong Laksa.,"A variant of Laksa Lemak where the rice noodles are cut up to small pieces so the entire bowl can be eaten using a spoon.
All I can think of while eating is that using a spoon to eat noodles feels weird and also genius at the same time.
Also eating a large bowl is generally a terrible idea. Small bowl + Otah = 👌
#laksa #katonglaksa #hawkerfood #hawkerfoodsg #hawker #singaporeanfood",Just A Fat Boi,@Justafatboi,portion,"terrible, idea","['terrible', 'idea']",['terrible'],0,,
941,328-katong-laksa,328 Katong Laksa.,"A variant of Laksa Lemak where the rice noodles are cut up to small pieces so the entire bowl can be eaten using a spoon.
All I can think of while eating is that using a spoon to eat noodles feels weird and also genius at the same time.
Also eating a large bowl is generally a terrible idea. Small bowl + Otah = 👌
#laksa #katonglaksa #hawkerfood #hawkerfoodsg #hawker #singaporeanfood",Just A Fat Boi,@Justafatboi,portion,"otah, 👌, laksa","['otah', '👌']",['laksa'],0,food,food
942,eighteen-chefs-at-starvista,Heart Attack Fried Rice (Half Spring Chicken),Yummy. Just nice.,Zek Mohd,@zek,food,"fried, rice, half, spring, chicken, yummy","['fried', 'half', 'spring', 'yummy']","['fried', 'yummy']",1,food,food
943,saturday-house,spaghetti Arrabbiata with prawns.,#whati8today #whatisfat #sglunch #sgfoodinsta #sgigfoodie #sgfoodporn #sgfoodie #sg #sg50 #sgig #sgcafe #sgeats #sgfood #sglocal #sglunch #shareit #sgeatout #sgfoodinsta #sgigfoodporn #burpple #bellytubby #saturdayhouse #spaghetti #asia #arrabbiata #prawns,belly tubby,@bellytubby,food,arrabbiata,['arrabbiata'],[],0,food,
944,saturday-house,spaghetti Arrabbiata with prawns.,#whati8today #whatisfat #sglunch #sgfoodinsta #sgigfoodie #sgfoodporn #sgfoodie #sg #sg50 #sgig #sgcafe #sgeats #sgfood #sglocal #sglunch #shareit #sgeatout #sgfoodinsta #sgigfoodporn #burpple #bellytubby #saturdayhouse #spaghetti #asia #arrabbiata #prawns,belly tubby,@bellytubby,food,"sgigfoodporn, burpple","['sgigfoodporn', 'burpple']",['sgigfoodporn'],0,,
945,328-katong-laksa,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Felicia Levina,@48634,food,"time, xiaoxi, katong, lsksa","['xiaoxi', 'katong', 'lsksa']","['katong', 'lsksa']",0,food,
946,328-katong-laksa,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Felicia Levina,@48634,food,"sg, foodporn, foodgasm","['sg', 'foodporn', 'foodgasm']","['sg', 'foodporn']",0,,
947,328-katong-laksa,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Felicia Levina,@48634,food,"instafood, instadaily","['instafood', 'instadaily']","['instafood', 'instadaily']",0,,
948,328-katong-laksa,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Felicia Levina,@48634,time,"time, xiaoxi, katong, lsksa","['xiaoxi', 'katong', 'lsksa']","['katong', 'lsksa']",0,food,
949,328-katong-laksa,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Felicia Levina,@48634,time,"sg, foodporn, foodgasm","['sg', 'foodporn', 'foodgasm']","['sg', 'foodporn']",0,,
950,328-katong-laksa,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Laksa time @xiaoxi133 #katong #lsksa #sg #foodporn #foodgasm #instafood #instadaily #iphonesia,Felicia Levina,@48634,time,"instafood, instadaily","['instafood', 'instadaily']","['instafood', 'instadaily']",0,,
951,carpenter-and-cook,Lemon Meringue Cake,First time eating lemon meringue cake..tastewise is okay..but i prefer it to have more meringue and less cake. Yums: 3.5/5,Foodie Tnt,@tnt,food,"lemon, meringue",[],[],0,food,
952,carpenter-and-cook,Lemon Meringue Cake,First time eating lemon meringue cake..tastewise is okay..but i prefer it to have more meringue and less cake. Yums: 3.5/5,Foodie Tnt,@tnt,food,"less, cake",['less'],['less'],0,food,
953,carpenter-and-cook,Lemon Meringue Cake,First time eating lemon meringue cake..tastewise is okay..but i prefer it to have more meringue and less cake. Yums: 3.5/5,Foodie Tnt,@tnt,time,"lemon, meringue, cakefirst, time, eating","['cakefirst', 'eating']","['cakefirst', 'eating']",0,food,
954,london-fat-duck-wagyu-of-duck,London Roast Duck Noodle ($8.80),"Visited the shop with high expectations. Unfortunately, I felt that it wasn’t worth the hype. You can probably get a similar quality at a much cheaper price. But you are in town and having a duck craving, this wouldn’t be a bad choice. It’s just not something I’d go for again!",Joey Cxt,@munchbymunch,food,"duck, craving, would, n, ’","['craving', 'would', 'n', '’']","['craving', 'would', 'n', '’']",0,food,
955,london-fat-duck-wagyu-of-duck,London Roast Duck Noodle ($8.80),"Visited the shop with high expectations. Unfortunately, I felt that it wasn’t worth the hype. You can probably get a similar quality at a much cheaper price. But you are in town and having a duck craving, this wouldn’t be a bad choice. It’s just not something I’d go for again!",Joey Cxt,@munchbymunch,price,"felt, n, ’, worth, hype","['felt', 'n', '’', 'hype']","['felt', 'n', '’', 'worth']",1,price,price
956,london-fat-duck-wagyu-of-duck,London Roast Duck Noodle ($8.80),"Visited the shop with high expectations. Unfortunately, I felt that it wasn’t worth the hype. You can probably get a similar quality at a much cheaper price. But you are in town and having a duck craving, this wouldn’t be a bad choice. It’s just not something I’d go for again!",Joey Cxt,@munchbymunch,price,"much, cheaper, price","['much', 'cheaper']","['much', 'cheaper']",1,price,price
957,percolate,Salted Caramel Cake,Happy National day!,Huixuan Tan,@xhuuain,food,"cakehappy, national","['cakehappy', 'national']","['cakehappy', 'national']",1,food,food
958,5-the-moments,Majullah Singapura !,#ndp2016 #waffleicecream #waffles #icecream #burpple #5themomentscafe #5themoments #sgcafe #dessert #desserts,5 The Moments,@5THEMOMENTS,food,"ndp, waffleicecream","['ndp', 'waffleicecream']","['ndp', 'waffleicecream']",0,food,
959,saturday-house,"Food Is Okay, Won’t Come Specially For It","We were so upset that FUZE next door has closed down just yesterday. Made a trip down from SK to eat FUZE. Ended up at Saturday House. 
The sambal fish serving was small. Beef burger worth a try.
You MUST pay for water if you’re using Burpple beyond. Weird rules.",HY Png,@fullofdusk,food,"ended, saturday, house","['ended', 'saturday', 'house']",['ended'],0,,
960,saturday-house,"Food Is Okay, Won’t Come Specially For It","We were so upset that FUZE next door has closed down just yesterday. Made a trip down from SK to eat FUZE. Ended up at Saturday House. 
The sambal fish serving was small. Beef burger worth a try.
You MUST pay for water if you’re using Burpple beyond. Weird rules.",HY Png,@fullofdusk,food,"sambal, fish, serving, small",[],"['sambal', 'serving', 'small']",0,food,
961,saturday-house,"Food Is Okay, Won’t Come Specially For It","We were so upset that FUZE next door has closed down just yesterday. Made a trip down from SK to eat FUZE. Ended up at Saturday House. 
The sambal fish serving was small. Beef burger worth a try.
You MUST pay for water if you’re using Burpple beyond. Weird rules.",HY Png,@fullofdusk,food,"pay, water, ’, using, burpple, beyond","['pay', '’', 'using', 'burpple', 'beyond']","['pay', '’', 'using', 'beyond']",0,,
962,saturday-house,"Food Is Okay, Won’t Come Specially For It","We were so upset that FUZE next door has closed down just yesterday. Made a trip down from SK to eat FUZE. Ended up at Saturday House. 
The sambal fish serving was small. Beef burger worth a try.
You MUST pay for water if you’re using Burpple beyond. Weird rules.",HY Png,@fullofdusk,price,try,['try'],['try'],0,,
963,saturday-house,"Food Is Okay, Won’t Come Specially For It","We were so upset that FUZE next door has closed down just yesterday. Made a trip down from SK to eat FUZE. Ended up at Saturday House. 
The sambal fish serving was small. Beef burger worth a try.
You MUST pay for water if you’re using Burpple beyond. Weird rules.",HY Png,@fullofdusk,portion,"sambal, fish, serving, small",[],"['sambal', 'serving', 'small']",-1,portion,portion
964,super-star-k-korean-bbq,Pork Neck Collar & Beef,Omnomnomnom nuff said haha.,ni eats,@nillyfelt,food,"neck, collar, beefomnomnomnom, nuff","['neck', 'collar', 'beefomnomnomnom', 'nuff']",['nuff'],0,food,
965,328-katong-laksa,130416,I forgot when was the last time I had this. Still as satisfying as before! 😋 #burpple #singaporeinsiders #eatoutsg #takemymoney #needtocontrolcholesterol #mybossiscoolerthanyours #328katonglaksa,Reiko Lee,@reikojinman,time,"last, time",['last'],['last'],0,,
966,the-plain-jane,Coffee and cakes.,"Simplicity at its best.
.
#cafeplainjane #flatlay #onthetable #coffee #cakes",Thechoyalicious :),@Thechoyalicious,food,"onthetable, coffee",['onthetable'],['onthetable'],0,food,
967,carpenter-and-cook,Time to tuck in!,Time to tuck in! TGFS ;););) #lazy #sunday #brunch #yum #burpple,Greedykat Scruffs,@32409,time,tuck,['tuck'],['tuck'],0,,
968,percolate,Happy Midweek,Coffee time after lunch. Happy midweek. Love their banana date loaf that is not overly sweet.,Fat Cheek,@Fatcheek,food,"love, banana, date, loaf, not, overly, sweet","['love', 'date', 'loaf', 'not', 'overly', 'sweet']","['not', 'overly', 'sweet']",1,food,food
969,percolate,Happy Midweek,Coffee time after lunch. Happy midweek. Love their banana date loaf that is not overly sweet.,Fat Cheek,@Fatcheek,time,lunch,['lunch'],[],0,,
970,ikura-japanese-thomson-plaza,Meh..,"Went on a Monday, I think, when there was a promotion ($15 for 2 bowls of chirashi). The place wasn’t that crowded but our food took almost 30 minutes to arrive!! And when the bowls came, we were shocked to see how small they were. Probably would have been more worth it to use the Burpple 1-1 instead, but oh well. Was not a good experience for us.",melfredo eats,@aatshi,price,"worth, use, burpple, instead, oh, well","['use', 'burpple', 'instead', 'oh', 'well']","['worth', 'instead', 'oh', 'well']",1,price,price
971,ikura-japanese-thomson-plaza,Meh..,"Went on a Monday, I think, when there was a promotion ($15 for 2 bowls of chirashi). The place wasn’t that crowded but our food took almost 30 minutes to arrive!! And when the bowls came, we were shocked to see how small they were. Probably would have been more worth it to use the Burpple 1-1 instead, but oh well. Was not a good experience for us.",melfredo eats,@aatshi,portion,"see, small",['see'],"['see', 'small']",-1,portion,portion
972,ikura-japanese-thomson-plaza,Meh..,"Went on a Monday, I think, when there was a promotion ($15 for 2 bowls of chirashi). The place wasn’t that crowded but our food took almost 30 minutes to arrive!! And when the bowls came, we were shocked to see how small they were. Probably would have been more worth it to use the Burpple 1-1 instead, but oh well. Was not a good experience for us.",melfredo eats,@aatshi,ambience,promotion,['promotion'],[],0,,
973,the-plain-jane,Yuzu Swiss Roll,"Burpple beyond promotion does not include takeaways. In the end bought one since travelled all the way here. $5.90 for the yuzu swiss roll. Was plain indeed. Yuzu taste not strong. The jelly in the middle of the roll didn’t have a strong yuzu taste. Was not tarte enough. As there was alot of thick cream, couldnt really stomach the whole roll.
Good points: sponge is soft, moist and fluffy. Cream a smooth and fresh
Overall: Will only buy if there is 1 for 1. Otherwise will give it a miss",Clarissa Tay,@clarissatay,food,"swiss, roll","['swiss', 'roll']","['swiss', 'roll']",0,food,
974,the-plain-jane,Yuzu Swiss Roll,"Burpple beyond promotion does not include takeaways. In the end bought one since travelled all the way here. $5.90 for the yuzu swiss roll. Was plain indeed. Yuzu taste not strong. The jelly in the middle of the roll didn’t have a strong yuzu taste. Was not tarte enough. As there was alot of thick cream, couldnt really stomach the whole roll.
Good points: sponge is soft, moist and fluffy. Cream a smooth and fresh
Overall: Will only buy if there is 1 for 1. Otherwise will give it a miss",Clarissa Tay,@clarissatay,food,"plain, indeed","['plain', 'indeed']","['plain', 'indeed']",-1,food,food
975,the-plain-jane,Yuzu Swiss Roll,"Burpple beyond promotion does not include takeaways. In the end bought one since travelled all the way here. $5.90 for the yuzu swiss roll. Was plain indeed. Yuzu taste not strong. The jelly in the middle of the roll didn’t have a strong yuzu taste. Was not tarte enough. As there was alot of thick cream, couldnt really stomach the whole roll.
Good points: sponge is soft, moist and fluffy. Cream a smooth and fresh
Overall: Will only buy if there is 1 for 1. Otherwise will give it a miss",Clarissa Tay,@clarissatay,food,"yuzu, taste, not, strong","['not', 'strong']","['yuzu', 'taste', 'not', 'strong']",0,food,food
976,the-plain-jane,Yuzu Swiss Roll,"Burpple beyond promotion does not include takeaways. In the end bought one since travelled all the way here. $5.90 for the yuzu swiss roll. Was plain indeed. Yuzu taste not strong. The jelly in the middle of the roll didn’t have a strong yuzu taste. Was not tarte enough. As there was alot of thick cream, couldnt really stomach the whole roll.
Good points: sponge is soft, moist and fluffy. Cream a smooth and fresh
Overall: Will only buy if there is 1 for 1. Otherwise will give it a miss",Clarissa Tay,@clarissatay,food,"thick, cream, could, nt, really, stomach","['thick', 'could', 'nt', 'really', 'stomach']","['thick', 'could', 'nt', 'really']",-1,food,food
977,the-plain-jane,Yuzu Swiss Roll,"Burpple beyond promotion does not include takeaways. In the end bought one since travelled all the way here. $5.90 for the yuzu swiss roll. Was plain indeed. Yuzu taste not strong. The jelly in the middle of the roll didn’t have a strong yuzu taste. Was not tarte enough. As there was alot of thick cream, couldnt really stomach the whole roll.
Good points: sponge is soft, moist and fluffy. Cream a smooth and fresh
Overall: Will only buy if there is 1 for 1. Otherwise will give it a miss",Clarissa Tay,@clarissatay,food,"points, sponge, soft","['points', 'sponge', 'soft']",['soft'],0,food,food
978,the-plain-jane,Yuzu Swiss Roll,"Burpple beyond promotion does not include takeaways. In the end bought one since travelled all the way here. $5.90 for the yuzu swiss roll. Was plain indeed. Yuzu taste not strong. The jelly in the middle of the roll didn’t have a strong yuzu taste. Was not tarte enough. As there was alot of thick cream, couldnt really stomach the whole roll.
Good points: sponge is soft, moist and fluffy. Cream a smooth and fresh
Overall: Will only buy if there is 1 for 1. Otherwise will give it a miss",Clarissa Tay,@clarissatay,food,"moist, fluffy","['moist', 'fluffy']",['fluffy'],0,food,food
979,the-plain-jane,Yuzu Swiss Roll,"Burpple beyond promotion does not include takeaways. In the end bought one since travelled all the way here. $5.90 for the yuzu swiss roll. Was plain indeed. Yuzu taste not strong. The jelly in the middle of the roll didn’t have a strong yuzu taste. Was not tarte enough. As there was alot of thick cream, couldnt really stomach the whole roll.
Good points: sponge is soft, moist and fluffy. Cream a smooth and fresh
Overall: Will only buy if there is 1 for 1. Otherwise will give it a miss",Clarissa Tay,@clarissatay,food,smooth,['smooth'],['smooth'],1,food,food
980,the-plain-jane,Yuzu Swiss Roll,"Burpple beyond promotion does not include takeaways. In the end bought one since travelled all the way here. $5.90 for the yuzu swiss roll. Was plain indeed. Yuzu taste not strong. The jelly in the middle of the roll didn’t have a strong yuzu taste. Was not tarte enough. As there was alot of thick cream, couldnt really stomach the whole roll.
Good points: sponge is soft, moist and fluffy. Cream a smooth and fresh
Overall: Will only buy if there is 1 for 1. Otherwise will give it a miss",Clarissa Tay,@clarissatay,food,"fresh, overall",['overall'],"['fresh', 'overall']",1,food,food
981,the-plain-jane,Yuzu Swiss Roll,"Burpple beyond promotion does not include takeaways. In the end bought one since travelled all the way here. $5.90 for the yuzu swiss roll. Was plain indeed. Yuzu taste not strong. The jelly in the middle of the roll didn’t have a strong yuzu taste. Was not tarte enough. As there was alot of thick cream, couldnt really stomach the whole roll.
Good points: sponge is soft, moist and fluffy. Cream a smooth and fresh
Overall: Will only buy if there is 1 for 1. Otherwise will give it a miss",Clarissa Tay,@clarissatay,portion,"yuzu, taste",[],"['yuzu', 'taste']",0,food,
982,the-plain-jane,Yuzu Swiss Roll,"Burpple beyond promotion does not include takeaways. In the end bought one since travelled all the way here. $5.90 for the yuzu swiss roll. Was plain indeed. Yuzu taste not strong. The jelly in the middle of the roll didn’t have a strong yuzu taste. Was not tarte enough. As there was alot of thick cream, couldnt really stomach the whole roll.
Good points: sponge is soft, moist and fluffy. Cream a smooth and fresh
Overall: Will only buy if there is 1 for 1. Otherwise will give it a miss",Clarissa Tay,@clarissatay,service,roll,['roll'],['roll'],0,,
983,the-plain-jane,Yuzu Swiss Roll,"Burpple beyond promotion does not include takeaways. In the end bought one since travelled all the way here. $5.90 for the yuzu swiss roll. Was plain indeed. Yuzu taste not strong. The jelly in the middle of the roll didn’t have a strong yuzu taste. Was not tarte enough. As there was alot of thick cream, couldnt really stomach the whole roll.
Good points: sponge is soft, moist and fluffy. Cream a smooth and fresh
Overall: Will only buy if there is 1 for 1. Otherwise will give it a miss",Clarissa Tay,@clarissatay,service,"points, sponge, soft, moist, fluffy","['points', 'sponge', 'soft', 'moist', 'fluffy']","['soft', 'fluffy']",0,food,food
984,katong-gourmet-centre,Sze Chuan Ma La Noodles,"Filthy, filthy place - battled cockroaches - but it tasted so, so good and authentic. Love the firecracker sze chuan pepper spice but left us wondering whether our food was even clean..",Irina Tan,@irinatan,food,"sze, chuan","['sze', 'chuan']",[],0,food,
985,katong-gourmet-centre,Sze Chuan Ma La Noodles,"Filthy, filthy place - battled cockroaches - but it tasted so, so good and authentic. Love the firecracker sze chuan pepper spice but left us wondering whether our food was even clean..",Irina Tan,@irinatan,food,tasted,['tasted'],['tasted'],0,,
986,katong-gourmet-centre,Sze Chuan Ma La Noodles,"Filthy, filthy place - battled cockroaches - but it tasted so, so good and authentic. Love the firecracker sze chuan pepper spice but left us wondering whether our food was even clean..",Irina Tan,@irinatan,food,"good, authentic",['authentic'],"['good', 'authentic']",1,food,food
987,katong-gourmet-centre,Sze Chuan Ma La Noodles,"Filthy, filthy place - battled cockroaches - but it tasted so, so good and authentic. Love the firecracker sze chuan pepper spice but left us wondering whether our food was even clean..",Irina Tan,@irinatan,food,"left, us, wondering, whether, food, even, clean","['left', 'us', 'wondering', 'whether', 'food', 'even', 'clean']","['left', 'us', 'wondering', 'whether', 'even', 'clean']",-1,food,food
988,katong-gourmet-centre,Sze Chuan Ma La Noodles,"Filthy, filthy place - battled cockroaches - but it tasted so, so good and authentic. Love the firecracker sze chuan pepper spice but left us wondering whether our food was even clean..",Irina Tan,@irinatan,service,tasted,['tasted'],['tasted'],0,,
989,katong-gourmet-centre,Sze Chuan Ma La Noodles,"Filthy, filthy place - battled cockroaches - but it tasted so, so good and authentic. Love the firecracker sze chuan pepper spice but left us wondering whether our food was even clean..",Irina Tan,@irinatan,service,"good, authentic",['authentic'],"['good', 'authentic']",1,food,food
990,katong-gourmet-centre,Sze Chuan Ma La Noodles,"Filthy, filthy place - battled cockroaches - but it tasted so, so good and authentic. Love the firecracker sze chuan pepper spice but left us wondering whether our food was even clean..",Irina Tan,@irinatan,ambience,"filthy, place, battled, cockroaches, tasted","['filthy', 'battled', 'cockroaches', 'tasted']","['filthy', 'battled', 'tasted']",-1,ambience,ambience
991,katong-gourmet-centre,Sze Chuan Ma La Noodles,"Filthy, filthy place - battled cockroaches - but it tasted so, so good and authentic. Love the firecracker sze chuan pepper spice but left us wondering whether our food was even clean..",Irina Tan,@irinatan,ambience,"good, authentic",['authentic'],"['good', 'authentic']",1,food,food
992,city-hot-pot-shabu-shabu-tanjong-pagar,Wagyu Ribeye Set,Mala soup was nice but oh my god the tomato soup CANNOT MAKE IT! SUPER DILUTED! Disappointing. Not worth to go if no promotion. Go ShiLiFang also way better than this place.,Clarence Chan,@o0Squall0o,food,"nice, oh, god, tomato, soup, not, make, super, diluted","['nice', 'oh', 'god', 'not', 'make', 'super', 'diluted']","['nice', 'oh', 'god', 'not', 'make', 'super', 'diluted']",-1,food,food
993,city-hot-pot-shabu-shabu-tanjong-pagar,Wagyu Ribeye Set,Mala soup was nice but oh my god the tomato soup CANNOT MAKE IT! SUPER DILUTED! Disappointing. Not worth to go if no promotion. Go ShiLiFang also way better than this place.,Clarence Chan,@o0Squall0o,price,"go, no, promotion","['go', 'no', 'promotion']","['go', 'no']",0,,
