restaurant_code,review_title,review_body,account_name,account_id,aspect,phrase,phrase_no_aspect,phrase_no_noun,new_aspect_1,new_aspect_2,label
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,food,secret,['secret'],['secret'],,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,food,"jam, filled","['jam', 'filled']",['filled'],,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,food,"sometimes, wonder, even, cover","['sometimes', 'wonder', 'even', 'cover']","['sometimes', 'wonder', 'even', 'cover']",,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,food,bring,['bring'],['bring'],,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,food,"sweet, sauce",['sweet'],['sweet'],,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,food,"huge, gallon, like","['huge', 'gallon', 'like']","['huge', 'like']",,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,food,"breakfast, noodles",['breakfast'],[],,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,food,"selling, pretty","['selling', 'pretty']","['selling', 'pretty']",,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,price,affordable,[],['affordable'],,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,portion,"yam, cake",['yam'],[],,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,portion,"n, ’, already, heavenly, enough, goes, extra, mile, serving","['n', '’', 'already', 'heavenly', 'goes', 'extra', 'mile']","['n', '’', 'already', 'heavenly', 'enough', 'goes', 'extra', 'serving']",,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,service,"drive, coffee, shop, next","['drive', 'shop', 'next']","['drive', 'next']",,,
delicious-eating-house,Traditional Handmade Yam Cake,"Blk 19 Toh Yi Drive
Coffee Shop ( next to 7 eleven )
Kueh / chee cheong fun stall 
Very very very very very good yam cake
Have you ordered yam cakes and left completely disgusted with an a purple coloured “ flour cake” loaded with msg and artificial colouring ?
That’s the reason why I only get my yam cakes from this place.
In a discreet coffee shop at Blk 19 toh Yi drive ( just next to 7-11), there’s a humble stall with a lovely motherly lady owner Who has been selling high quality yam cakes , chee cheong fun , rice dumplings and her home made “Hae bee bian “ ( made with ikan billis ) for the past 21 years.
It is a short walk from Bukit Timah Hawker centre and I am Glad that I able to come visit her stall this morning. She still remembers me as the lady who made the almond paste for her 😊 ( our secret pact 🤣🤣🤣)
The yam cake is so jam filled with yam - you sometimes wonder how she can even cover her costs. It is served at the right temperature - neither too hot or too cold and that speaks a lot about the owner’s knowledge about food . Kuehs like yam cakes when served too hot , disintegrates easily and is sticky and when served too cold , doesn’t bring out the flavour . 
As if the yam cake on its own wasn’t already heavenly enough , she goes the extra mile in serving her home made “ Hae bee hiam” which is uniquely made without Hae bee alongside her yam cake. With an additional touch of sweet sauce ( and not a huge gallon like what most stalls do outside ), this yam cake is really the best yam cake in Singapore 😊 ( alongside the standards of le Tian Tian at Bukit Timah plaza ) - only that this is more affordable .
What’s more , I like the morning vibes of sitting in a coffee shop and the sight of families coming together for breakfast leisurely is just such a joy . 
You should also give her rice dumplings and her Chwee kueh a try because they are all good 😊 but the champion is still the yam cake and as I type this , I am contemplating ordering another huge piece 🤣 after walloping one . The auntie was indeed so sweet by offering me an additional chee kueh as an appreciation of our friendship 😊
You will be pleased to know that within the same coffee shop is also a stall specialising in breakfast bee hoon ( both white and brown ) and breakfast noodles which has a huge following and a stall selling pretty good chicken rice :) 
The coffee shop is comfortable to sit in because it is airy and clean and the best way that I would like to spend each morning ( if only it is was nearer to where I live ) 😊 
Lovely. Morning vibes 🤗 !",MichelleLIN T,@Michelin5,service,"yam, cake, ordered","['yam', 'ordered']",['ordered'],,,
